Entropy 2-grams	Chi^2 2-grams	Entropy 3-grams	Chi^2 3-grams	Entropy 4-grams	Chi^2 4-grams	Size	Termination	File Command
8.72116	104556000	9.03756	204073000	9.2503	285780000	315944882	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.72116	104556000	9.03756	204073000	9.2503	285780000	315944882	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.7214	9907220	9.03787	19339300	9.25064	26693500	29958374	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.7214	9907220	9.03787	19339300	9.25064	26693500	29958374	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.72045	1851300	9.03631	3576270	9.24886	4838920	5577296	192-ecb	openssl enc'd data with salted password
8.72061	1850160	9.03684	3585230	9.24971	4811630	5577296	192-cbc	openssl enc'd data with salted password
8.7208	1848860	9.03703	3570930	9.24967	4798850	5577296	128-ecb	openssl enc'd data with salted password
8.7208	1848860	9.03703	3570930	9.24967	4798850	5577296	128-ecb	openssl enc'd data with salted password
8.7208	1848860	9.03703	3570930	9.24967	4798850	5577296	128-ecb	openssl enc'd data with salted password
8.72128	1845420	9.03791	3552170	9.25045	4783370	5577296	256-cbc	openssl enc'd data with salted password
8.72128	1845420	9.03791	3552170	9.25045	4783370	5577296	256-cbc	openssl enc'd data with salted password
8.72128	1845420	9.03791	3552170	9.25045	4783370	5577296	256-cbc	openssl enc'd data with salted password
8.72161	1843320	9.03791	3589350	9.25075	4782530	5577296	256-ecb	openssl enc'd data with salted password
8.72161	1843320	9.03791	3589350	9.25075	4782530	5577296	256-ecb	openssl enc'd data with salted password
8.72161	1843320	9.03791	3589350	9.25075	4782530	5577296	256-ecb	openssl enc'd data with salted password
8.72181	1841520	9.0385	3572830	9.25146	4805530	5579459	gpg	PGP RSA encrypted session key - keyid
8.72181	1841520	9.0385	3572830	9.25146	4805530	5579459	gpg	PGP RSA encrypted session key - keyid
8.72181	1841520	9.0385	3572830	9.25146	4805530	5579459	gpg	PGP RSA encrypted session key - keyid
8.72197	1840820	9.03882	3546890	9.25175	4796440	5577296	128-cbc	openssl enc'd data with salted password
8.72197	1840820	9.03882	3546890	9.25175	4796440	5577296	128-cbc	openssl enc'd data with salted password
8.72197	1840820	9.03882	3546890	9.25175	4796440	5577296	128-cbc	openssl enc'd data with salted password
8.72136	855344	9.03775	1642360	9.2506	2173630	2586352	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.72136	855344	9.03775	1642360	9.2506	2173630	2586352	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.72136	855344	9.03775	1642360	9.2506	2173630	2586352	gpg	GPG symmetrically encrypted data (AES256 cipher)
8.72151	212685	9.04001	401464	9.25539	519673	638808	aar	Zip archive data, at least v1.0 to extract
8.72469	170732	9.0444	325372	9.25995	413267	519049	aar	Zip archive data, at least v1.0 to extract
8.72134	163510	9.04018	308530	9.25441	393603	491577	aar	Zip archive data, at least v1.0 to extract
8.72134	163510	9.04018	308530	9.25441	393603	491577	aar	Zip archive data, at least v1.0 to extract
8.71936	124842	9.03755	231379	9.25112	291017	371795	aar	Zip archive data, at least v2.0 to extract
8.72264	124410	9.042	231673	9.25658	298081	375062	aar	Zip archive data, at least v2.0 to extract
8.72264	124410	9.042	231673	9.25658	298081	375062	aar	Zip archive data, at least v2.0 to extract
8.72458	123575	9.0458	230872	9.26218	294370	375688	aar	Zip archive data, at least v2.0 to extract
8.72461	123308	9.0463	231077	9.26242	295506	375079	aar	Zip archive data, at least v2.0 to extract
8.72219	119727	9.04075	225632	9.25451	287036	361421	aar	Zip archive data, at least v2.0 to extract
8.72219	119727	9.04075	225632	9.25451	287036	361421	aar	Zip archive data, at least v2.0 to extract
8.72175	119716	9.04053	221721	9.25435	282412	361423	aar	Zip archive data, at least v2.0 to extract
8.71936	113318	9.0378	209336	9.25127	270501	338380	aar	Zip archive data, at least v2.0 to extract
8.71936	113318	9.0378	209336	9.25127	270501	338380	aar	Zip archive data, at least v2.0 to extract
8.72127	112639	9.04215	210096	9.25789	264639	336974	aar	Zip archive data, at least v2.0 to extract
8.72127	112639	9.04215	210096	9.25789	264639	336974	aar	Zip archive data, at least v2.0 to extract
8.7211	104599	9.0408	197144	9.25474	244870	314305	aar	Zip archive data, at least v2.0 to extract
8.72001	103497	9.03756	194474	9.25158	241981	309150	aar	Zip archive data, at least v2.0 to extract
8.72001	103319	9.03876	191405	9.25401	243475	309244	aar	Zip archive data, at least v2.0 to extract
8.72001	103319	9.03876	191405	9.25401	243475	309244	aar	Zip archive data, at least v2.0 to extract
8.71975	102994	9.03802	187999	9.25238	237119	309150	aar	Zip archive data, at least v2.0 to extract
8.71975	102994	9.03802	187999	9.25238	237119	309150	aar	Zip archive data, at least v2.0 to extract
8.72035	102940	9.04039	193477	9.25552	244033	309156	aar	Zip archive data, at least v2.0 to extract
8.72353	102320	9.04187	189676	9.25621	243274	310022	aar	Zip archive data, at least v1.0 to extract
8.7202	100586	9.04076	185470	9.25687	236143	301794	aar	Zip archive data, at least v1.0 to extract
8.7202	100586	9.04076	185470	9.25687	236143	301794	aar	Zip archive data, at least v1.0 to extract
8.72154	98270.9	9.04148	182483	9.25656	230319	296176	aar	Zip archive data, at least v2.0 to extract
8.72071	98212.2	9.03782	184035	9.25029	230896	294303	aar	Zip archive data, at least v2.0 to extract
8.7203	97636.2	9.04008	176304	9.25539	226098	292372	aar	Zip archive data, at least v2.0 to extract
8.72089	97500.1	9.03865	179494	9.25155	228384	291548	aar	Zip archive data, at least v2.0 to extract
8.72143	97313.9	9.0396	179918	9.25283	228579	291585	aar	Zip archive data, at least v2.0 to extract
8.71775	94558.1	9.03571	174354	9.251	221716	280322	aar	Zip archive data, at least v2.0 to extract
8.71719	92208.1	9.03481	169943	9.24887	211614	272252	aar	Zip archive data, at least v2.0 to extract
8.71719	92208.1	9.03481	169943	9.24887	211614	272252	aar	Zip archive data, at least v2.0 to extract
8.71693	91795.4	9.03533	167874	9.2486	208951	271893	aar	Zip archive data, at least v2.0 to extract
8.71693	91795.4	9.03533	167874	9.2486	208951	271893	aar	Zip archive data, at least v2.0 to extract
8.71971	91430.3	9.03611	168628	9.24897	211387	272779	aar	Zip archive data, at least v2.0 to extract
8.71971	91430.3	9.03611	168628	9.24897	211387	272779	aar	Zip archive data, at least v2.0 to extract
8.71986	91352.8	9.03726	170364	9.25031	210670	272783	aar	Zip archive data, at least v2.0 to extract
8.71871	91223.4	9.03568	166073	9.24775	207161	271890	aar	Zip archive data, at least v2.0 to extract
8.71996	90535.9	9.03774	169327	9.25175	210051	270080	aar	Zip archive data, at least v2.0 to extract
8.72024	90335	9.03806	168119	9.25137	213760	270152	aar	Zip archive data, at least v2.0 to extract
8.72024	90335	9.03806	168119	9.25137	213760	270152	aar	Zip archive data, at least v2.0 to extract
8.71985	90181.6	9.03835	167055	9.25198	207474	269862	aar	Zip archive data, at least v2.0 to extract
8.71749	88812.1	9.03509	162737	9.24845	205615	262077	aar	Zip archive data, at least v1.0 to extract
8.7164	88142.7	9.03481	162282	9.24934	203422	259171	aar	Zip archive data, at least v2.0 to extract
8.72006	86760	9.03656	161682	9.24906	205339	259568	aar	Zip archive data, at least v2.0 to extract
8.72006	86760	9.03656	161682	9.24906	205339	259568	aar	Zip archive data, at least v2.0 to extract
8.72059	86640.2	9.03992	158905	9.25472	200210	259084	aar	Zip archive data, at least v2.0 to extract
8.72315	86572.8	9.04229	162794	9.25698	203307	261961	aar	Zip archive data, at least v2.0 to extract
8.72212	86183.5	9.03992	160126	9.25295	200790	259079	aar	Zip archive data, at least v2.0 to extract
8.72212	86183.5	9.03992	160126	9.25295	200790	259079	aar	Zip archive data, at least v2.0 to extract
8.72244	86172.8	9.04228	160728	9.25725	203123	259881	aar	Zip archive data, at least v2.0 to extract
8.72188	84346	9.04229	158006	9.25754	194562	253223	aar	Zip archive data, at least v1.0 to extract
8.71971	83754.8	9.03838	152907	9.25278	191900	248820	aar	Zip archive data, at least v1.0 to extract
8.71713	83123.9	9.03711	152460	9.25332	191374	246429	aar	Zip archive data, at least v2.0 to extract
8.71827	83017.9	9.03692	150875	9.25204	190827	245627	aar	Zip archive data, at least v1.0 to extract
8.71827	83017.9	9.03692	150875	9.25204	190827	245627	aar	Zip archive data, at least v1.0 to extract
8.71994	82608.6	9.03877	150226	9.25346	192192	246366	aar	Zip archive data, at least v1.0 to extract
8.71791	82556.7	9.03559	151689	9.24846	189931	244854	aar	Zip archive data, at least v2.0 to extract
8.72108	82445.2	9.0425	151758	9.25817	190842	247245	aar	Zip archive data, at least v2.0 to extract
8.72176	82274.9	9.04343	151559	9.25938	190546	247244	aar	Zip archive data, at least v2.0 to extract
8.72176	82274.9	9.04343	151559	9.25938	190546	247244	aar	Zip archive data, at least v2.0 to extract
8.71675	82260.5	9.03361	149121	9.24864	188325	242210	aar	Zip archive data, at least v1.0 to extract
8.71675	82260.5	9.03361	149121	9.24864	188325	242210	aar	Zip archive data, at least v1.0 to extract
8.71976	82201.1	9.03809	149474	9.25033	187025	245030	aar	Zip archive data, at least v2.0 to extract
8.71976	82201.1	9.03809	149474	9.25033	187025	245030	aar	Zip archive data, at least v2.0 to extract
8.71872	81823.1	9.03584	150021	9.2506	189162	242514	aar	Zip archive data, at least v1.0 to extract
8.71872	81823.1	9.03584	150021	9.2506	189162	242514	aar	Zip archive data, at least v1.0 to extract
8.71941	81286.3	9.03821	147377	9.25255	189042	242297	aar	Zip archive data, at least v1.0 to extract
8.71941	81286.3	9.03821	147377	9.25255	189042	242297	aar	Zip archive data, at least v1.0 to extract
8.71766	79580.6	9.03661	146199	9.2497	180502	235741	aar	Zip archive data, at least v2.0 to extract
8.71866	79402.6	9.03628	144320	9.25203	182779	235552	aar	Zip archive data, at least v2.0 to extract
8.71823	79372.8	9.03583	144157	9.25022	181630	235824	aar	Zip archive data, at least v2.0 to extract
8.71823	79372.8	9.03583	144157	9.25022	181630	235824	aar	Zip archive data, at least v2.0 to extract
8.71824	79313.4	9.03483	146134	9.24802	185593	235535	aar	Zip archive data, at least v2.0 to extract
8.71824	79313.4	9.03483	146134	9.24802	185593	235535	aar	Zip archive data, at least v2.0 to extract
8.71961	79288.8	9.03676	145950	9.25081	184835	236649	aar	Zip archive data, at least v2.0 to extract
8.71961	79288.8	9.03676	145950	9.25081	184835	236649	aar	Zip archive data, at least v2.0 to extract
8.71773	78483.2	9.03693	140718	9.25068	175764	231773	aar	Zip archive data, at least v2.0 to extract
8.72162	78307.4	9.04207	144045	9.25696	179419	235349	aar	Zip archive data, at least v2.0 to extract
8.7201	78299.5	9.03959	143722	9.25457	178739	233420	aar	Zip archive data, at least v2.0 to extract
8.7166	78280.4	9.03563	144784	9.24985	178561	230939	aar	Zip archive data, at least v2.0 to extract
8.71902	77556.1	9.03803	140547	9.25136	177522	231187	aar	Zip archive data, at least v2.0 to extract
8.72045	77189.4	9.0385	143589	9.25279	178389	231791	aar	Zip archive data, at least v2.0 to extract
8.71807	76436.9	9.03793	138654	9.25274	173967	226151	aar	Zip archive data, at least v2.0 to extract
8.71586	76289.8	9.03356	139469	9.2475	174603	223660	aar	Zip archive data, at least v2.0 to extract
8.71999	75816.6	9.04	138986	9.2549	174518	226320	aar	Zip archive data, at least v2.0 to extract
8.71835	74858.6	9.03506	135603	9.24747	173477	221913	aar	Zip archive data, at least v1.0 to extract
8.71835	74858.6	9.03506	135603	9.24747	173477	221913	aar	Zip archive data, at least v1.0 to extract
8.72208	74668.4	9.03869	137258	9.25302	170686	225094	aar	Zip archive data, at least v1.0 to extract
8.72208	74668.4	9.03869	137258	9.25302	170686	225094	aar	Zip archive data, at least v1.0 to extract
8.72164	74311.6	9.04059	138314	9.25361	167741	223592	aar	Zip archive data, at least v2.0 to extract
8.71718	72462.7	9.03637	132726	9.25088	160700	213922	aar	Zip archive data, at least v2.0 to extract
8.71718	72462.7	9.03637	132726	9.25088	160700	213922	aar	Zip archive data, at least v2.0 to extract
8.71911	72118.3	9.03631	130395	9.25018	161987	213934	aar	Zip archive data, at least v2.0 to extract
8.71897	71922.8	9.03717	131499	9.25218	161851	213905	aar	Zip archive data, at least v2.0 to extract
8.71897	71922.8	9.03717	131499	9.25218	161851	213905	aar	Zip archive data, at least v2.0 to extract
8.71757	71722	9.03502	130131	9.24842	164290	211820	aar	Zip archive data, at least v2.0 to extract
8.7201	71473.4	9.03828	128465	9.25271	164702	214027	aar	Zip archive data, at least v2.0 to extract
8.7201	71473.4	9.03828	128465	9.25271	164702	214027	aar	Zip archive data, at least v2.0 to extract
8.72091	71314.9	9.03899	129579	9.25175	162960	213922	aar	Zip archive data, at least v2.0 to extract
8.72301	70908.7	9.04426	129702	9.25875	164530	213909	aar	Zip archive data, at least v2.0 to extract
8.71968	70610.5	9.03846	130474	9.25203	168319	210535	aar	Zip archive data, at least v2.0 to extract
8.71949	70433.5	9.03668	127035	9.25059	161555	210529	aar	Zip archive data, at least v2.0 to extract
8.71949	70433.5	9.03668	127035	9.25059	161555	210529	aar	Zip archive data, at least v2.0 to extract
8.72061	70380.9	9.04068	130604	9.25588	161758	210535	aar	Zip archive data, at least v2.0 to extract
8.72061	70380.9	9.04068	130604	9.25588	161758	210535	aar	Zip archive data, at least v2.0 to extract
8.71929	70329.2	9.03527	127670	9.24686	161381	209382	aar	Zip archive data, at least v2.0 to extract
8.71929	70329.2	9.03527	127670	9.24686	161381	209382	aar	Zip archive data, at least v2.0 to extract
8.72058	70165.7	9.03793	127714	9.25217	161036	210924	aar	Zip archive data, at least v2.0 to extract
8.72063	70153.4	9.03795	127714	9.25215	161056	210924	aar	Zip archive data, at least v2.0 to extract
8.72217	69936.8	9.04233	126499	9.25717	160712	210715	aar	Zip archive data, at least v2.0 to extract
8.72105	69902.1	9.03695	127414	9.24792	161224	209383	aar	Zip archive data, at least v2.0 to extract
8.71837	69346.5	9.03717	125936	9.25087	156839	205871	aar	Zip archive data, at least v1.0 to extract
8.72154	68988.1	9.03941	124678	9.25542	157658	207651	aar	Zip archive data, at least v1.0 to extract
8.72154	68988.1	9.03941	124678	9.25542	157658	207651	aar	Zip archive data, at least v1.0 to extract
8.71868	68581.4	9.03418	123831	9.24751	156992	203050	aar	Zip archive data, at least v2.0 to extract
8.71868	68581.4	9.03418	123831	9.24751	156992	203050	aar	Zip archive data, at least v2.0 to extract
8.71957	68385.2	9.03927	122587	9.25303	155207	204968	aar	Zip archive data, at least v2.0 to extract
8.71957	68385.2	9.03927	122587	9.25303	155207	204968	aar	Zip archive data, at least v2.0 to extract
8.71876	68280.2	9.03546	124588	9.25065	154969	203300	aar	Zip archive data, at least v2.0 to extract
8.71876	68280.2	9.03546	124588	9.25065	154969	203300	aar	Zip archive data, at least v2.0 to extract
8.72048	67928.8	9.03993	123877	9.25526	151915	203299	aar	Zip archive data, at least v2.0 to extract
8.72048	67921	9.03886	123097	9.25265	158236	202828	aar	Zip archive data, at least v2.0 to extract
8.72057	67845.4	9.03896	125225	9.2533	157209	203095	aar	Zip archive data, at least v2.0 to extract
8.72243	67515.1	9.04162	122716	9.25627	152883	203096	aar	Zip archive data, at least v2.0 to extract
8.72243	67515.1	9.04162	122716	9.25627	152883	203096	aar	Zip archive data, at least v2.0 to extract
8.71866	65116.6	9.03806	117009	9.25186	144093	193098	aar	Zip archive data, at least v2.0 to extract
8.71899	65003.5	9.0385	117339	9.25178	145695	193099	aar	Zip archive data, at least v2.0 to extract
8.71632	64307.1	9.03315	115534	9.24747	144495	188957	aar	Zip archive data, at least v2.0 to extract
8.72163	63714.2	9.04172	115538	9.25566	144087	190786	aar	Zip archive data, at least v2.0 to extract
8.72163	63714.2	9.04172	115538	9.25566	144087	190786	aar	Zip archive data, at least v2.0 to extract
8.72196	63625.8	9.04206	115709	9.25571	144310	190781	aar	Zip archive data, at least v2.0 to extract
8.71938	62808.9	9.03693	111874	9.25035	140841	187144	aar	Zip archive data, at least v2.0 to extract
8.71471	62793.1	9.03204	112250	9.24594	139619	184155	aar	Zip archive data, at least v2.0 to extract
8.71716	62246.6	9.03416	113597	9.24936	135192	183920	aar	Zip archive data, at least v2.0 to extract
8.72032	61914.1	9.04121	113409	9.25486	138954	184633	aar	Zip archive data, at least v2.0 to extract
8.7191	61906.9	9.03677	115809	9.24899	142092	184207	aar	Zip archive data, at least v1.0 to extract
8.71987	61506.5	9.04012	110990	9.2537	138146	184499	aar	Zip archive data, at least v2.0 to extract
8.72055	61404.5	9.0377	110453	9.25017	136915	184191	aar	Zip archive data, at least v2.0 to extract
8.72055	61404.5	9.0377	110453	9.25017	136915	184191	aar	Zip archive data, at least v2.0 to extract
8.71824	60972.8	9.0356	109594	9.24972	135028	181193	aar	Zip archive data, at least v2.0 to extract
8.71824	60972.8	9.0356	109594	9.24972	135028	181193	aar	Zip archive data, at least v2.0 to extract
8.71938	60832.1	9.03724	110476	9.25229	134918	181059	aar	Zip archive data, at least v2.0 to extract
8.71958	60716.1	9.038	110307	9.25369	136330	181054	aar	Zip archive data, at least v2.0 to extract
8.71958	60716.1	9.038	110307	9.25369	136330	181054	aar	Zip archive data, at least v2.0 to extract
8.72049	59333.2	9.03923	107170	9.25373	134600	177065	aar	Zip archive data, at least v2.0 to extract
8.72026	59029	9.03841	107870	9.25261	132151	176922	aar	Zip archive data, at least v2.0 to extract
8.72012	58467.8	9.03976	104902	9.25514	133407	173972	aar	Zip archive data, at least v2.0 to extract
8.7204	56954.8	9.04053	103575	9.25485	127104	170739	aar	Zip archive data, at least v2.0 to extract
8.72146	56471.8	9.03986	101993	9.25381	127262	170027	aar	Zip archive data, at least v2.0 to extract
8.71954	56415.7	9.03727	104741	9.25068	127624	168640	aar	Zip archive data, at least v2.0 to extract
8.72189	56363.2	9.04008	101395	9.25359	126556	169134	aar	Zip archive data, at least v1.0 to extract
8.71893	56191.2	9.03778	102587	9.25174	126013	166882	aar	Zip archive data, at least v2.0 to extract
8.71496	56109.1	9.03112	102458	9.24406	123893	162835	aar	Zip archive data, at least v2.0 to extract
8.72318	55912.5	9.04354	100891	9.25974	125882	168727	aar	Zip archive data, at least v2.0 to extract
8.71952	55724.2	9.03842	100395	9.25317	125363	165885	aar	Zip archive data, at least v1.0 to extract
8.7151	53796.1	9.03208	98091.1	9.24577	119879	158024	aar	Zip archive data, at least v2.0 to extract
8.7151	53796.1	9.03208	98091.1	9.24577	119879	158024	aar	Zip archive data, at least v2.0 to extract
8.7197	53478.9	9.03892	98274.1	9.25307	118927	159662	aar	Zip archive data, at least v2.0 to extract
8.71777	53054.9	9.03618	95464.2	9.24972	120605	156712	aar	Zip archive data, at least v2.0 to extract
8.71777	53054.9	9.03618	95464.2	9.24972	120605	156712	aar	Zip archive data, at least v2.0 to extract
8.71709	53005.3	9.0324	93756.8	9.24481	117565	156680	aar	Zip archive data, at least v2.0 to extract
8.71709	53005.3	9.0324	93756.8	9.24481	117565	156680	aar	Zip archive data, at least v2.0 to extract
8.71925	52908.1	9.0374	95857	9.25109	117158	156695	aar	Zip archive data, at least v2.0 to extract
8.71952	52868.6	9.03647	94094.5	9.24955	118333	158025	aar	Zip archive data, at least v2.0 to extract
8.7205	52867.4	9.03948	95453.2	9.25266	117663	157858	aar	Zip archive data, at least v2.0 to extract
8.7205	52867.4	9.03948	95453.2	9.25266	117663	157858	aar	Zip archive data, at least v2.0 to extract
8.72121	52738.1	9.03985	94351.8	9.25371	118593	158035	aar	Zip archive data, at least v2.0 to extract
8.72121	52738.1	9.03985	94351.8	9.25371	118593	158035	aar	Zip archive data, at least v2.0 to extract
8.71793	52626.9	9.03532	93773.3	9.25031	115722	155989	aar	Zip archive data, at least v1.0 to extract
8.71793	52626.9	9.03532	93773.3	9.25031	115722	155989	aar	Zip archive data, at least v1.0 to extract
8.72092	52318.1	9.0396	95056.3	9.25307	119881	158063	aar	Zip archive data, at least v2.0 to extract
8.72057	51999.3	9.04008	95118.6	9.25242	115267	156692	aar	Zip archive data, at least v2.0 to extract
8.71815	50362.8	9.03688	89200.3	9.25159	112797	149418	aar	Zip archive data, at least v2.0 to extract
8.72245	49614.4	9.04108	89799.3	9.25335	111154	149250	aar	Zip archive data, at least v2.0 to extract
8.72259	49589.4	9.04122	89773.1	9.25351	111125	149250	aar	Zip archive data, at least v2.0 to extract
8.72259	49589.4	9.04122	89773.1	9.25351	111125	149250	aar	Zip archive data, at least v2.0 to extract
8.72283	49506.1	9.04201	89791.8	9.25716	113290	149320	aar	Zip archive data, at least v2.0 to extract
8.72418	49099.2	9.04516	88909.1	9.25979	111466	149239	aar	Zip archive data, at least v2.0 to extract
8.72418	49099.2	9.04516	88909.1	9.25979	111466	149239	aar	Zip archive data, at least v2.0 to extract
8.71885	43657.3	9.03645	78574	9.25013	94064.7	129205	aar	Zip archive data, at least v1.0 to extract
8.71885	43657.3	9.03645	78574	9.25013	94064.7	129205	aar	Zip archive data, at least v1.0 to extract
8.71791	43562.5	9.03524	76693.8	9.25007	95647	128402	aar	Zip archive data, at least v1.0 to extract
8.71518	41976.9	9.03058	74863.8	9.24169	92987.8	123144	aar	Zip archive data, at least v1.0 to extract
8.71651	41510.5	9.0345	73949.1	9.24679	90834.9	123122	aar	Zip archive data, at least v1.0 to extract
8.71456	41469.3	9.03473	73611.9	9.24764	88596.4	120212	aar	Zip archive data, at least v1.0 to extract
8.71681	40097.9	9.03598	70441.3	9.25101	88459.1	118015	aar	Zip archive data, at least v2.0 to extract
8.71909	39632.8	9.03814	70647.3	9.25138	86314.6	118819	aar	Zip archive data, at least v1.0 to extract
8.71648	39570.5	9.03901	70476.5	9.25506	83858	115909	aar	Zip archive data, at least v2.0 to extract
8.71809	39397.4	9.0361	68449.1	9.24901	84599.8	115972	aar	Zip archive data, at least v1.0 to extract
8.71809	39397.4	9.0361	68449.1	9.24901	84599.8	115972	aar	Zip archive data, at least v1.0 to extract
8.71537	39157.5	9.03326	68277.8	9.24804	81296	114580	aar	Zip archive data, at least v1.0 to extract
8.72033	39133.1	9.0391	69882.9	9.24999	88763	117960	aar	Zip archive data, at least v2.0 to extract
8.71798	39085.8	9.03896	68385	9.25238	85367.6	116051	aar	Zip archive data, at least v2.0 to extract
8.71496	38856.9	9.03265	68192.1	9.24219	82333.4	114232	aar	Zip archive data, at least v1.0 to extract
8.71496	38856.9	9.03265	68192.1	9.24219	82333.4	114232	aar	Zip archive data, at least v1.0 to extract
8.71935	38491.1	9.03827	68328.5	9.25491	83209.3	113841	aar	Zip archive data, at least v1.0 to extract
8.71682	38306.6	9.03692	67009.3	9.2514	84040.9	112083	aar	Zip archive data, at least v1.0 to extract
8.71765	38258.3	9.03608	67838.5	9.2511	83933.6	114048	aar	Zip archive data, at least v1.0 to extract
8.7221	37639.2	9.04489	65884.7	9.26199	83498.9	112573	aar	Zip archive data, at least v2.0 to extract
8.72068	36866.2	9.03938	65776.8	9.25286	79371.8	109649	aar	Zip archive data, at least v1.0 to extract
8.71749	35917	9.03623	63529.5	9.25162	77953.4	105732	aar	Zip archive data, at least v2.0 to extract
8.71749	35917	9.03623	63529.5	9.25162	77953.4	105732	aar	Zip archive data, at least v2.0 to extract
8.71654	35427	9.03472	63138.9	9.24902	76912.6	103781	aar	Zip archive data, at least v2.0 to extract
8.72197	35276	9.04102	62705.1	9.25713	76990.8	105775	aar	Zip archive data, at least v2.0 to extract
8.715	35119.2	9.03489	60614.1	9.25008	74108.7	102240	aar	Zip archive data, at least v2.0 to extract
8.7151	35101.2	9.03492	60607.9	9.25003	74118.2	102240	aar	Zip archive data, at least v2.0 to extract
8.72164	35079	9.04116	63003.2	9.25537	75928	105784	aar	Zip archive data, at least v2.0 to extract
8.71632	34916.4	9.0373	61083.7	9.2505	73010.3	102392	aar	Zip archive data, at least v2.0 to extract
8.71671	34336	9.03717	59866.8	9.24996	74024	101426	aar	Zip archive data, at least v1.0 to extract
8.72052	34307.7	9.04004	59772.2	9.25744	74052.2	101933	aar	Zip archive data, at least v2.0 to extract
8.72051	34299.1	9.04014	59750.7	9.2577	74035.3	101930	aar	Zip archive data, at least v2.0 to extract
8.72051	34299.1	9.04014	59750.7	9.2577	74035.3	101930	aar	Zip archive data, at least v2.0 to extract
8.72068	34226.6	9.0413	60086.8	9.25679	74810.7	102286	aar	Zip archive data, at least v2.0 to extract
8.71995	34186.1	9.04352	59751.5	9.25915	71603.3	102205	aar	Zip archive data, at least v2.0 to extract
8.72273	34148.9	9.04595	59762	9.26274	73019.4	102194	aar	Zip archive data, at least v2.0 to extract
8.71599	33903.4	9.03781	58317.2	9.25223	72488.4	99045	aar	Zip archive data, at least v2.0 to extract
8.72433	33868.4	9.04639	60821.2	9.25933	73622.1	102469	aar	Zip archive data, at least v2.0 to extract
8.71179	33713.6	9.03012	57127.5	9.24513	71186.3	97049	aar	Zip archive data, at least v2.0 to extract
8.71179	33713.6	9.03012	57127.5	9.24513	71186.3	97049	aar	Zip archive data, at least v2.0 to extract
8.71853	33504.1	9.03944	57662.1	9.25448	71443	98930	aar	Zip archive data, at least v2.0 to extract
8.71958	33249.6	9.03932	56894.7	9.25593	69585.6	98551	aar	Zip archive data, at least v2.0 to extract
8.71958	33249.6	9.03932	56894.7	9.25593	69585.6	98551	aar	Zip archive data, at least v2.0 to extract
8.71494	33193.4	9.03189	58645.2	9.24487	72511.2	96026	aar	Zip archive data, at least v2.0 to extract
8.71845	33135	9.03546	59236.6	9.24932	70463.7	97318	aar	Zip archive data, at least v1.0 to extract
8.72186	32986.8	9.04324	58014.9	9.25825	70835.7	98665	aar	Zip archive data, at least v2.0 to extract
8.72186	32986.8	9.04324	58014.9	9.25825	70835.7	98665	aar	Zip archive data, at least v2.0 to extract
8.71854	32954.6	9.03756	58918.7	9.25204	70348.1	98093	aar	Zip archive data, at least v1.0 to extract
8.71854	32954.6	9.03756	58918.7	9.25204	70348.1	98093	aar	Zip archive data, at least v1.0 to extract
8.71795	32932.8	9.0327	59186.4	9.24348	70973.2	97154	aar	Zip archive data, at least v2.0 to extract
8.71795	32932.8	9.0327	59186.4	9.24348	70973.2	97154	aar	Zip archive data, at least v2.0 to extract
8.71803	32925.4	9.03284	59170.1	9.24356	70955.5	97154	aar	Zip archive data, at least v2.0 to extract
8.71404	32772.9	9.0326	56171	9.24799	70458.6	94872	aar	Zip archive data, at least v2.0 to extract
8.71596	32762.9	9.03198	57637.7	9.24352	68630.9	95825	aar	Zip archive data, at least v2.0 to extract
8.71986	32688	9.04204	57939.7	9.25842	72368.1	98544	aar	Zip archive data, at least v2.0 to extract
8.71837	32629.5	9.03301	58204.5	9.24339	69434.6	96104	aar	Zip archive data, at least v2.0 to extract
8.72025	32594.5	9.04241	57469.6	9.25864	70373.8	97243	aar	Zip archive data, at least v2.0 to extract
8.71892	32529.5	9.03999	57670.7	9.25669	70264.4	96311	aar	Zip archive data, at least v2.0 to extract
8.7196	32224	9.04064	56783.4	9.25613	69518.7	96136	aar	Zip archive data, at least v2.0 to extract
8.71384	31848.9	9.03289	56402.5	9.24756	66699.2	92135	aar	Zip archive data, at least v2.0 to extract
8.71399	31834.7	9.03314	56387.5	9.24783	66666.8	92135	aar	Zip archive data, at least v2.0 to extract
8.71399	31834.7	9.03314	56387.5	9.24783	66666.8	92135	aar	Zip archive data, at least v2.0 to extract
8.7179	31809.3	9.03907	54284	9.25357	68753.4	96016	aar	Zip archive data, at least v2.0 to extract
8.71784	31702.1	9.03804	55942.5	9.25272	68716.7	92992	aar	Zip archive data, at least v2.0 to extract
8.72113	31664.8	9.0407	56953.9	9.2532	70006.7	95409	aar	Zip archive data, at least v1.0 to extract
8.72113	31664.8	9.0407	56953.9	9.2532	70006.7	95409	aar	Zip archive data, at least v1.0 to extract
8.7198	31582	9.03747	54582.2	9.25257	66726.7	92963	aar	Zip archive data, at least v2.0 to extract
