Entropy 2-grams	Chi^2 2-grams	Entropy 3-grams	Chi^2 3-grams	Size	Termination	File Command	10.3887524951	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016
9.3851	177	9.51524	38	762	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced									
9.3851	177	9.51524	38	762	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced									
9.35307	144	9.44701	26	712	png	PNG image data, 29 x 64, 8-bit/color RGBA, non-interlaced									
9.35307	144	9.44701	26	712	png	PNG image data, 29 x 64, 8-bit/color RGBA, non-interlaced									
9.35307	144	9.44701	26	712	png	PNG image data, 29 x 64, 8-bit/color RGBA, non-interlaced									
9.35307	144	9.44701	26	712	png	PNG image data, 29 x 64, 8-bit/color RGBA, non-interlaced									
10.2902	185	10.3392	36	1311	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced									
10.2902	185	10.3392	36	1311	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced									
10.2902	185	10.3392	36	1311	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced									
10.2902	185	10.3392	36	1311	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced									
10.4413	216	10.4879	50	1456	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.4413	216	10.4879	50	1456	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.4413	216	10.4879	50	1456	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.4413	216	10.4879	50	1456	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.7964	211	10.8552	36	1868	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.7964	211	10.8552	36	1868	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.7964	211	10.8552	36	1868	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.7964	211	10.8552	36	1868	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.8323	208	10.8883	36	1911	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.8323	208	10.8883	36	1911	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.8323	208	10.8883	36	1911	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
10.8323	208	10.8883	36	1911	png	PNG image data, 30 x 32, 8-bit/color RGBA, non-interlaced									
8.57054	125	8.64526	25	413	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.57054	125	8.64526	25	413	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.57054	125	8.64526	25	413	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.57054	125	8.64526	25	413	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.51174	122	8.58269	25	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
8.52463	121	8.59019	25	398	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced									
10.5342	202	10.5879	40	1558	png	PNG image data, 31 x 31, 8-bit/color RGBA, non-interlaced									
10.5342	202	10.5879	40	1558	png	PNG image data, 31 x 31, 8-bit/color RGBA, non-interlaced									
10.5342	202	10.5879	40	1558	png	PNG image data, 31 x 31, 8-bit/color RGBA, non-interlaced									
10.5342	202	10.5879	40	1558	png	PNG image data, 31 x 31, 8-bit/color RGBA, non-interlaced									
11.2688	224	11.3219	37	2577	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
11.2688	224	11.3219	37	2577	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
11.2688	224	11.3219	37	2577	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.37974	172	8.47692	37	373	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.37974	172	8.47692	37	373	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.37974	172	8.47692	37	373	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.37974	172	8.47692	37	373	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.44479	130	9.50176	26	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.44479	130	9.50176	26	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.44479	130	9.50176	26	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.44479	130	9.50176	26	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.63216	126	8.71092	26	433	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.63216	126	8.71092	26	433	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.63216	126	8.71092	26	433	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.63216	126	8.71092	26	433	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.57508	124	8.6476	26	415	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.32913	124	8.41392	26	355	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.59753	124	8.66902	26	421	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.57508	124	8.6476	26	415	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.32913	124	8.41392	26	355	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.59753	124	8.66902	26	421	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.32913	124	8.41392	26	355	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.59753	124	8.66902	26	421	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.59753	124	8.66902	26	421	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.32913	124	8.41392	26	355	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.00103	123	9.05256	26	545	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.00103	123	9.05256	26	545	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.00103	123	9.05256	26	545	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
9.00103	123	9.05256	26	545	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.43069	122	8.50008	26	376	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
8.43069	122	8.50008	26	376	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced									
11.1615	228	11.2299	35	2426	png	PNG image data, 320 x 54, 8-bit/color RGB, non-interlaced									
11.1615	228	11.2299	35	2426	png	PNG image data, 320 x 54, 8-bit/color RGB, non-interlaced									
11.1615	228	11.2299	35	2426	png	PNG image data, 320 x 54, 8-bit/color RGB, non-interlaced									
11.1615	228	11.2299	35	2426	png	PNG image data, 320 x 54, 8-bit/color RGB, non-interlaced									
10.7432	160	10.8	26	1797	png	PNG image data, 33 x 33, 8-bit/color RGBA, non-interlaced									
10.7432	160	10.8	26	1797	png	PNG image data, 33 x 33, 8-bit/color RGBA, non-interlaced									
10.7432	160	10.8	26	1797	png	PNG image data, 33 x 33, 8-bit/color RGBA, non-interlaced									
10.7432	160	10.8	26	1797	png	PNG image data, 33 x 33, 8-bit/color RGBA, non-interlaced									
10.6481	169	10.7145	25	1693	png	PNG image data, 35 x 37, 8-bit/color RGBA, non-interlaced									
9.40753	175	9.46587	37	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced									
9.40753	175	9.46587	37	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced									
9.40753	175	9.46587	37	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced									
9.40753	175	9.46587	37	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52593	127	8.60992	27	406	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.46842	125	8.55094	26	389	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52911	124	8.60379	26	403	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.51739	124	8.59263	26	400	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52911	124	8.60379	26	403	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52911	124	8.60379	26	403	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.51739	124	8.59263	26	400	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52911	124	8.60379	26	403	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.51739	124	8.59263	26	400	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.51739	124	8.59263	26	400	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.51739	124	8.59263	26	400	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.51739	124	8.59263	26	400	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.52911	124	8.60379	26	403	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.533	124	8.6075	26	404	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
8.48677	123	8.55861	26	391	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced									
11.2928	206	11.3624	26	2647	png	PNG image data, 36 x 36, 8-bit/color RGBA, non-interlaced									
10.685	157	10.7365	28	1723	png	PNG image data, 36 x 36, 8-bit/color RGBA, non-interlaced									
10.685	157	10.7365	28	1723	png	PNG image data, 36 x 36, 8-bit/color RGBA, non-interlaced									
10.5283	143	10.5726	26	1537	png	PNG image data, 36 x 36, 8-bit/color RGBA, non-interlaced									
10.5283	143	10.5726	26	1537	png	PNG image data, 36 x 36, 8-bit/color RGBA, non-interlaced									
10.8129	231	10.8933	37	1919	png	PNG image data, 37 x 36, 8-bit/color RGBA, non-interlaced									
10.8129	231	10.8933	37	1919	png	PNG image data, 37 x 36, 8-bit/color RGBA, non-interlaced									
10.8129	231	10.8933	37	1919	png	PNG image data, 37 x 36, 8-bit/color RGBA, non-interlaced									
10.8129	231	10.8933	37	1919	png	PNG image data, 37 x 36, 8-bit/color RGBA, non-interlaced									
11.1406	352	11.2082	96	2415	png	PNG image data, 38 x 89, 8-bit/color RGBA, non-interlaced									
11.1406	352	11.2082	96	2415	png	PNG image data, 38 x 89, 8-bit/color RGBA, non-interlaced									
11.1406	352	11.2082	96	2415	png	PNG image data, 38 x 89, 8-bit/color RGBA, non-interlaced									
11.1406	352	11.2082	96	2415	png	PNG image data, 38 x 89, 8-bit/color RGBA, non-interlaced									
10.2744	187	10.3208	40	1300	png	PNG image data, 40 x 40, 8-bit/color RGBA, non-interlaced									
10.2744	187	10.3208	40	1300	png	PNG image data, 40 x 40, 8-bit/color RGBA, non-interlaced									
10.2744	187	10.3208	40	1300	png	PNG image data, 40 x 40, 8-bit/color RGBA, non-interlaced									
10.2744	187	10.3208	40	1300	png	PNG image data, 40 x 40, 8-bit/color RGBA, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.60444	121	8.66671	25	419	png	PNG image data, 41 x 34, 8-bit gray+alpha, non-interlaced									
8.39237	126	8.48406	26	372	png	PNG image data, 41 x 50, 8-bit/color RGBA, non-interlaced									
9.37905	176	9.44118	37	712	png	PNG image data, 42 x 42, 8-bit colormap, non-interlaced									
9.37905	176	9.44118	37	712	png	PNG image data, 42 x 42, 8-bit colormap, non-interlaced									
8.42541	169	8.51025	36	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced									
8.42541	169	8.51025	36	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced									
8.42541	169	8.51025	36	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced									
8.42541	169	8.51025	36	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced									
10.2044	190	10.3112	27	1286	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
10.2044	190	10.3112	27	1286	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
10.2044	190	10.3112	27	1286	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
10.2044	190	10.3112	27	1286	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
9.90288	173	10.0021	30	1045	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
9.90288	173	10.0021	30	1045	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
9.90288	173	10.0021	30	1045	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
9.90288	173	10.0021	30	1045	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced									
10.171	235	10.3042	33	1288	png	PNG image data, 44 x 44, 8-bit/color RGBA, non-interlaced									
10.9487	216	11.0032	41	2075	png	PNG image data, 44 x 44, 8-bit/color RGBA, non-interlaced									
10.9487	216	11.0032	41	2075	png	PNG image data, 44 x 44, 8-bit/color RGBA, non-interlaced									
10.9487	216	11.0032	41	2075	png	PNG image data, 44 x 44, 8-bit/color RGBA, non-interlaced									
10.9487	216	11.0032	41	2075	png	PNG image data, 44 x 44, 8-bit/color RGBA, non-interlaced									
11.8837	308	11.9736	32	4044	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.8837	308	11.9736	32	4044	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.8837	308	11.9736	32	4044	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.8837	308	11.9736	32	4044	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.8994	306	11.9708	37	4031	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.744	300	11.8391	29	3682	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.744	300	11.8391	29	3682	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.744	300	11.8391	29	3682	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
11.744	300	11.8391	29	3682	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
10.5443	196	10.5981	37	1567	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
10.5443	196	10.5981	37	1567	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
10.5443	196	10.5981	37	1567	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
10.5443	196	10.5981	37	1567	png	PNG image data, 45 x 45, 8-bit/color RGBA, non-interlaced									
10.2471	304	10.3004	53	1285	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced									
10.2471	304	10.3004	53	1285	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced									
10.2471	304	10.3004	53	1285	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced									
10.2471	304	10.3004	53	1285	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced									
8.76239	135	8.85168	29	480	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76239	135	8.85168	29	480	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76239	135	8.85168	29	480	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76239	135	8.85168	29	480	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.55675	131	8.64996	27	417	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.50819	129	8.60252	27	404	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.71471	128	8.79774	26	459	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.71471	128	8.79774	26	459	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.71471	128	8.79774	26	459	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
