Entropy 2-grams	Chi^2 2-grams	Entropy 3-grams	Chi^2 3-grams	Size	Termination	File Command	10.3887524951	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016
15.0991	50476	15.8755	7183	60929	aar	Zip archive data, at least v2.0 to extract									
15.0992	50468	15.8755	7183	60929	aar	Zip archive data, at least v2.0 to extract									
15.0979	49675	15.8781	6480	61042	aar	Zip archive data, at least v2.0 to extract									
15.0988	49582	15.8784	6422	61042	aar	Zip archive data, at least v2.0 to extract									
15.0852	49209	15.8589	6456	60240	aar	Zip archive data, at least v2.0 to extract									
15.0874	49111	15.861	6429	60320	aar	Zip archive data, at least v2.0 to extract									
15.1008	48713	15.8773	6381	60988	aar	Zip archive data, at least v2.0 to extract									
15.0928	48565	15.862	6471	60373	aar	Zip archive data, at least v2.0 to extract									
15.093	48372	15.86	6477	60275	aar	Zip archive data, at least v2.0 to extract									
15.0604	47937	15.8103	7362	58264	aar	Zip archive data, at least v2.0 to extract									
15.0485	47783	15.7916	7341	57515	aar	Zip archive data, at least v2.0 to extract									
15.0976	47732	15.8779	5567	60980	aar	Zip archive data, at least v2.0 to extract									
15.0976	47717	15.8782	5522	60980	aar	Zip archive data, at least v2.0 to extract									
15.0967	47607	15.8774	5548	60976	aar	Zip archive data, at least v2.0 to extract									
15.0381	47149	15.7783	7311	56970	aar	Zip archive data, at least v2.0 to extract									
15.0535	46432	15.7969	7183	57725	aar	Zip archive data, at least v2.0 to extract									
15.0521	46393	15.7933	7144	57557	aar	Zip archive data, at least v2.0 to extract									
15.0478	46345	15.7891	7154	57390	aar	Zip archive data, at least v2.0 to extract									
15.0559	46283	15.7941	7182	57627	aar	Zip archive data, at least v2.0 to extract									
15.0534	46110	15.7925	7196	57551	aar	Zip archive data, at least v2.0 to extract									
15.0506	46049	15.7894	7128	57389	aar	Zip archive data, at least v2.0 to extract									
15.0468	45990	15.784	7160	57197	aar	Zip archive data, at least v2.0 to extract									
15.5273	44992	16.8334	5905	118123	aar	Zip archive data, at least v2.0 to extract									
15.0394	44535	15.7739	6645	56780	aar	Zip archive data, at least v2.0 to extract									
15.5275	44381.5	16.8317	5847	117960	aar	Zip archive data, at least v2.0 to extract									
15.5285	44268	16.8322	5895	118015	aar	Zip archive data, at least v2.0 to extract									
15.0702	44250	15.8302	5762	58919	aar	Zip archive data, at least v2.0 to extract									
15.0703	44238	15.8302	5762	58919	aar	Zip archive data, at least v2.0 to extract									
15.5213	43934	16.8221	5918	117205	aar	Zip archive data, at least v2.0 to extract									
15.0685	43801	15.8232	5768	58630	aar	Zip archive data, at least v2.0 to extract									
15.0764	43727	15.828	5765	58823	aar	Zip archive data, at least v2.0 to extract									
14.9789	41085	15.6767	6387	53115	aar	Zip archive data, at least v2.0 to extract									
14.9767	40435	15.6705	6349	52876	aar	Zip archive data, at least v2.0 to extract									
14.9801	40162	15.6668	6335	52734	aar	Zip archive data, at least v2.0 to extract									
14.9759	40142	15.6649	6368	52707	aar	Zip archive data, at least v2.0 to extract									
15.4571	38115	16.6475	7425	103781	aar	Zip archive data, at least v2.0 to extract									
14.9161	37478	15.5787	6346	49677	aar	Zip archive data, at least v2.0 to extract									
15.4719	37162.5	16.6759	5433	105784	aar	Zip archive data, at least v2.0 to extract									
15.469	37066.5	16.6749	5449	105732	aar	Zip archive data, at least v2.0 to extract									
15.4713	36723	16.6754	5364	105775	aar	Zip archive data, at least v2.0 to extract									
14.9537	36236	15.6376	5049	51592	aar	Zip archive data, at least v2.0 to extract									
14.9269	35820	15.5813	5924	49763	aar	Zip archive data, at least v2.0 to extract									
14.92	35551	15.5673	6003	49334	aar	Zip archive data, at least v2.0 to extract									
14.9196	35544	15.5678	5943	49334	aar	Zip archive data, at least v2.0 to extract									
14.9489	35515	15.6316	5053	51395	aar	Zip archive data, at least v2.0 to extract									
14.9134	35174	15.5662	5132	49242	aar	Zip archive data, at least v2.0 to extract									
14.9674	35019	15.6386	5030	51610	aar	Zip archive data, at least v2.0 to extract									
14.9654	34977	15.6383	5032	51610	aar	Zip archive data, at least v2.0 to extract									
14.9169	34583	15.5667	5115	49236	aar	Zip archive data, at least v2.0 to extract									
14.917	33855	15.5674	5076	49241	aar	Zip archive data, at least v2.0 to extract									
14.8797	33188	15.5138	5781	47439	aar	Zip archive data, at least v2.0 to extract									
14.8781	33120	15.5142	5747	47423	aar	Zip archive data, at least v2.0 to extract									
14.8796	32281	15.5148	5720	47415	aar	Zip archive data, at least v2.0 to extract									
14.8636	31823	15.488	5069	46649	aar	Zip archive data, at least v2.0 to extract									
14.8651	31814	15.4881	5101	46648	aar	Zip archive data, at least v2.0 to extract									
14.8304	28807	15.4331	5024	44836	aar	Zip archive data, at least v2.0 to extract									
14.8377	28717	15.4357	5012	44904	aar	Zip archive data, at least v2.0 to extract									
14.8339	28706	15.4336	5029	44840	aar	Zip archive data, at least v2.0 to extract									
14.8375	28428	15.4335	5026	44837	aar	Zip archive data, at least v2.0 to extract									
14.6942	26989	15.2331	5928	39204	aar	Zip archive data, at least v2.0 to extract									
14.4979	20104	14.9696	4970	32612	aar	Zip archive data, at least v2.0 to extract									
14.5158	19798	14.9709	4995	32663	aar	Zip archive data, at least v2.0 to extract									
14.368	18393	14.7757	5669	28580	aar	Zip archive data, at least v2.0 to extract									
15.9998	67895.6	23.9613	18199400	315944882	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.9998	67895.6	23.9613	18199400	315944882	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.9817	66573.4	21.1527	210024	2586352	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.9817	66573.4	21.1527	210024	2586352	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.9984	65549.5	23.5357	9738880	29958374	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.0125	26177	15.6994	65	53301	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.0125	26177	15.6994	65	53301	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.0125	26177	15.6994	65	53301	gpg	GPG symmetrically encrypted data (AES256 cipher)									
13.761	2223	13.998	8	16374	gpg	GPG symmetrically encrypted data (AES256 cipher)									
15.9915	65662.2	22.1001	1024080	5579459	gpg	PGP RSA encrypted session key - keyid									
15.9915	65662.2	22.1001	1024080	5579459	gpg	PGP RSA encrypted session key - keyid									
8.85175	0	8.84862	0	463	gpg	PGP RSA encrypted session key - keyid									
8.85175	0	8.84862	0	463	gpg	PGP RSA encrypted session key - keyid									
11.9559	170	12.0278	4	4181	gz	gzip compressed data, max compression, from TOPS/20, original size 13660									
11.9559	170	12.0278	4	4181	gz	gzip compressed data, max compression, from TOPS/20, original size 13660									
12.8317	570	12.9615	7	7988	gz	"gzip compressed data, was ""bytebuffer-dataview.min.js"", last modified"									
12.8317	570	12.9615	7	7988	gz	"gzip compressed data, was ""bytebuffer-dataview.min.js"", last modified"									
10.7978	21	10.8202	0	1810	gz	"gzip compressed data, was ""error-stack-parser.min.js"", last modified"									
10.7978	21	10.8202	0	1810	gz	"gzip compressed data, was ""error-stack-parser.min.js"", last modified"									
13.3956	1355	13.5863	16	12319	gz	"gzip compressed data, was ""protobuf-light.min.js"", last modified"									
13.3956	1355	13.5863	16	12319	gz	"gzip compressed data, was ""protobuf-light.min.js"", last modified"									
13.6404	1898	13.8649	8	14932	gz	"gzip compressed data, was ""protobuf.min.js"", last modified"									
13.6404	1898	13.8649	8	14932	gz	"gzip compressed data, was ""protobuf.min.js"", last modified"									
9.30659	2	9.31061	0	637	nc	data									
9.30659	2	9.31061	0	637	nc	data									
9.30659	2	9.31061	0	637	nc	data									
8.17493	0	8.16993	0	290	nc	data									
12.5977	608	12.7293	30	6810	png	PNG image data, 100 x 91, 8-bit/color RGBA, non-interlaced									
13.2015	1489	13.399	77	10857	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
13.2015	1489	13.399	77	10857	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
13.2015	1489	13.399	77	10857	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
13.2015	1489	13.399	77	10857	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.801	1010	12.9599	68	8010	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.801	1010	12.9599	68	8010	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.801	1010	12.9599	68	8010	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.801	1010	12.9599	68	8010	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.4983	796	12.6435	68	6439	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.4983	796	12.6435	68	6439	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.4983	796	12.6435	68	6439	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.4983	796	12.6435	68	6439	png	PNG image data, 103 x 103, 8-bit/color RGBA, non-interlaced									
12.1577	482	12.2687	38	4953	png	PNG image data, 104 x 120, 8-bit colormap, non-interlaced									
11.8876	510	12.01	62	4169	png	PNG image data, 104 x 35, 8-bit/color RGBA, non-interlaced									
11.8876	510	12.01	62	4169	png	PNG image data, 104 x 35, 8-bit/color RGBA, non-interlaced									
11.8876	510	12.01	62	4169	png	PNG image data, 104 x 35, 8-bit/color RGBA, non-interlaced									
11.8876	510	12.01	62	4169	png	PNG image data, 104 x 35, 8-bit/color RGBA, non-interlaced									
11.172	300	11.2408	45	2448	png	PNG image data, 107 x 58, 8-bit/color RGBA, non-interlaced									
11.172	300	11.2408	45	2448	png	PNG image data, 107 x 58, 8-bit/color RGBA, non-interlaced									
11.172	300	11.2408	45	2448	png	PNG image data, 107 x 58, 8-bit/color RGBA, non-interlaced									
11.172	300	11.2408	45	2448	png	PNG image data, 107 x 58, 8-bit/color RGBA, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
9.83507	171	9.88968	56	983	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced									
12.5351	496	12.6361	40	6387	png	PNG image data, 113 x 66, 8-bit/color RGBA, non-interlaced									
12.5351	496	12.6361	40	6387	png	PNG image data, 113 x 66, 8-bit/color RGBA, non-interlaced									
12.5351	496	12.6361	40	6387	png	PNG image data, 113 x 66, 8-bit/color RGBA, non-interlaced									
12.5351	496	12.6361	40	6387	png	PNG image data, 113 x 66, 8-bit/color RGBA, non-interlaced									
11.5657	211	11.627	29	3181	png	PNG image data, 119 x 35, 8-bit/color RGBA, non-interlaced									
10.9398	220	11.0031	36	2068	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9398	220	11.0031	36	2068	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9398	220	11.0031	36	2068	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9398	220	11.0031	36	2068	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9738	216	11.0275	36	2103	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9738	216	11.0275	36	2103	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9738	216	11.0275	36	2103	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
10.9738	216	11.0275	36	2103	png	PNG image data, 119 x 62, 8-bit/color RGBA, non-interlaced									
12.0707	589	12.1857	171	4752	png	PNG image data, 120 x 120, 8-bit/color RGBA, non-interlaced									
12.3205	1002	12.4349	194	5634	png	PNG image data, 122 x 122, 8-bit gray+alpha, non-interlaced									
12.3205	1002	12.4349	194	5634	png	PNG image data, 122 x 122, 8-bit gray+alpha, non-interlaced									
12.3205	1002	12.4349	194	5634	png	PNG image data, 122 x 122, 8-bit gray+alpha, non-interlaced									
12.3205	1002	12.4349	194	5634	png	PNG image data, 122 x 122, 8-bit gray+alpha, non-interlaced									
12.0408	416	12.1318	78	4541	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0408	416	12.1318	78	4541	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0408	416	12.1318	78	4541	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0408	416	12.1318	78	4541	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0542	374	12.1376	56	4549	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0542	374	12.1376	56	4549	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0542	374	12.1376	56	4549	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0542	374	12.1376	56	4549	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
11.2895	305	11.3525	94	2669	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
11.2895	305	11.3525	94	2669	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
11.2895	305	11.3525	94	2669	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
11.2895	305	11.3525	94	2669	png	PNG image data, 122 x 75, 8-bit/color RGBA, non-interlaced									
12.0128	480	12.1096	104	4494	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0128	480	12.1096	104	4494	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0128	480	12.1096	104	4494	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0128	480	12.1096	104	4494	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0224	453	12.1174	98	4510	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0224	453	12.1174	98	4510	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0224	453	12.1174	98	4510	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.0224	453	12.1174	98	4510	png	PNG image data, 140 x 86, 8-bit/color RGBA, non-interlaced									
12.073	466	12.1892	42	4694	png	PNG image data, 141 x 184, 8-bit/color RGBA, non-interlaced									
12.073	466	12.1892	42	4694	png	PNG image data, 141 x 184, 8-bit/color RGBA, non-interlaced									
12.073	466	12.1892	42	4694	png	PNG image data, 141 x 184, 8-bit/color RGBA, non-interlaced									
12.073	466	12.1892	42	4694	png	PNG image data, 141 x 184, 8-bit/color RGBA, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
10.178	224	10.2503	80	1269	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced									
9.4326	172	9.48483	36	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced									
9.4326	172	9.48483	36	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced									
9.4326	172	9.48483	36	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced									
9.4326	172	9.48483	36	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced									
13.9661	8304	14.4138	352	22208	png	PNG image data, 150 x 225, 8-bit/color RGB, non-interlaced									
12.3087	457	12.4128	61	5502	png	PNG image data, 150 x 53, 8-bit/color RGBA, non-interlaced									
13.5357	2103	13.7609	64	13921	png	PNG image data, 160 x 111, 8-bit/color RGB, non-interlaced									
12.7663	1477	12.9294	546	7989	png	PNG image data, 162 x 99, 8-bit/color RGBA, non-interlaced									
12.7663	1477	12.9294	546	7989	png	PNG image data, 162 x 99, 8-bit/color RGBA, non-interlaced									
12.7663	1477	12.9294	546	7989	png	PNG image data, 162 x 99, 8-bit/color RGBA, non-interlaced									
12.7663	1477	12.9294	546	7989	png	PNG image data, 162 x 99, 8-bit/color RGBA, non-interlaced									
9.07847	279	9.23181	95	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced									
9.07847	279	9.23181	95	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced									
13.7184	2737	13.9676	104	16105	png	PNG image data, 171 x 115, 8-bit/color RGB, non-interlaced									
8.46326	126	8.54578	27	389	png	PNG image data, 19 x 19, 8-bit/color RGBA, non-interlaced									
8.46326	126	8.54578	27	389	png	PNG image data, 19 x 19, 8-bit/color RGBA, non-interlaced									
8.46326	126	8.54578	27	389	png	PNG image data, 19 x 19, 8-bit/color RGBA, non-interlaced									
8.46326	126	8.54578	27	389	png	PNG image data, 19 x 19, 8-bit/color RGBA, non-interlaced									
12.749	1106	12.9366	63	7878	png	PNG image data, 200 x 139, 8-bit colormap, non-interlaced									
14.1388	5610	14.4771	142	22887	png	PNG image data, 200 x 148, 8-bit/color RGBA, non-interlaced									
14.0926	4821	14.4139	143	21912	png	PNG image data, 200 x 148, 8-bit/color RGBA, non-interlaced									
14.0327	4765	14.351	133	20967	png	PNG image data, 200 x 148, 8-bit/color RGBA, non-interlaced									
14.0339	4441	14.338	132	20777	png	PNG image data, 200 x 148, 8-bit/color RGBA, non-interlaced									
13.1412	1510	13.3542	53	10511	png	PNG image data, 200 x 157, 8-bit colormap, non-interlaced									
13.0212	1341	13.2175	71	9574	png	PNG image data, 200 x 160, 8-bit colormap, non-interlaced									
12.2409	738	12.396	76	5458	png	PNG image data, 200 x 53, 8-bit/color RGBA, non-interlaced									
8.60494	124	8.67609	26	423	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.60494	124	8.67609	26	423	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.60494	124	8.67609	26	423	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.60494	124	8.67609	26	423	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.43785	123	8.51198	26	379	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.43785	123	8.51198	26	379	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.43785	123	8.51198	26	379	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.43785	123	8.51198	26	379	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced									
8.94434	129	9.01959	26	533	png	PNG image data, 21 x 24, 8-bit/color RGBA, non-interlaced									
12.7752	855	12.9063	43	7702	png	PNG image data, 215 x 28, 8-bit/color RGBA, non-interlaced									
12.0509	535	12.1965	42	4730	png	PNG image data, 228 x 49, 8-bit/color RGBA, non-interlaced									
10.0131	137	10.0638	25	1083	png	PNG image data, 23 x 40, 8-bit/color RGBA, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.54952	123	8.61854	26	407	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced									
8.27606	173	8.38504	37	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced									
8.27606	173	8.38504	37	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced									
8.27606	173	8.38504	37	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced									
8.27606	173	8.38504	37	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced									
11.4028	303	11.47	38	2855	png	PNG image data, 242 x 21, 8-bit/color RGBA, non-interlaced									
11.4028	303	11.47	38	2855	png	PNG image data, 242 x 21, 8-bit/color RGBA, non-interlaced									
11.4028	303	11.47	38	2855	png	PNG image data, 242 x 21, 8-bit/color RGBA, non-interlaced									
11.4028	303	11.47	38	2855	png	PNG image data, 242 x 21, 8-bit/color RGBA, non-interlaced									
8.89685	129	8.97443	26	517	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.89685	129	8.97443	26	517	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.89685	129	8.97443	26	517	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.82209	126	8.89182	26	489	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.51524	126	8.60008	26	402	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.51524	126	8.60008	26	402	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.82209	126	8.89182	26	489	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.51524	126	8.60008	26	402	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.82209	126	8.89182	26	489	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.95938	125	9.01583	27	533	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.95938	125	9.01583	27	533	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.80382	125	8.87041	26	482	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.95938	125	9.01583	27	533	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.80382	125	8.87041	26	482	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.95068	125	9.01123	26	530	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.80382	125	8.87041	26	482	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.95068	125	9.01123	26	530	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.95068	125	9.01123	26	530	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.44499	124	8.51851	27	382	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.38607	124	8.46239	27	368	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.44499	124	8.51851	27	382	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.38607	124	8.46239	27	368	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.44086	124	8.51985	26	381	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.44499	124	8.51851	27	382	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.38607	124	8.46239	27	368	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.44086	124	8.51985	26	381	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.44086	124	8.51985	26	381	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.53796	123	8.6075	26	404	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.53796	123	8.6075	26	404	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.53796	123	8.6075	26	404	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.61074	122	8.67256	26	422	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.61074	122	8.67256	26	422	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
8.61074	122	8.67256	26	422	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced									
9.36393	202	9.47427	40	730	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced									
9.91459	197	9.989	40	1035	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced									
9.45184	185	9.51681	42	754	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced									
9.49773	179	9.5551	40	771	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced									
9.43318	178	9.4904	40	738	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced									
12.7226	907	12.868	152	7588	png	PNG image data, 252 x 39, 8-bit/color RGBA, non-interlaced									
9.91403	178	9.9616	37	1014	png	PNG image data, 26 x 26, 8-bit/color RGBA, non-interlaced									
9.91403	178	9.9616	37	1014	png	PNG image data, 26 x 26, 8-bit/color RGBA, non-interlaced									
9.91403	178	9.9616	37	1014	png	PNG image data, 26 x 26, 8-bit/color RGBA, non-interlaced									
9.91403	178	9.9616	37	1014	png	PNG image data, 26 x 26, 8-bit/color RGBA, non-interlaced									
8.56099	123	8.62951	26	410	png	PNG image data, 27 x 27, 8-bit gray+alpha, non-interlaced									
8.56099	123	8.62951	26	410	png	PNG image data, 27 x 27, 8-bit gray+alpha, non-interlaced									
8.56099	123	8.62951	26	410	png	PNG image data, 27 x 27, 8-bit gray+alpha, non-interlaced									
14.0691	5368	14.4254	113	22128	png	PNG image data, 288 x 167, 8-bit/color RGB, non-interlaced									
9.32015	197	9.42436	40	708	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced									
9.32015	197	9.42436	40	708	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced									
9.32015	197	9.42436	40	708	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced									
9.32015	197	9.42436	40	708	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced									
9.3851	177	9.51524	38	762	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced									
